model,accuracy,precision_macro,recall_macro,f1_macro,fit_time_mean_sec,cv_elapsed_sec
RandomForest_tuned,0.9399683467251034,0.9375864526148566,0.9399683467251035,0.9377477573418614,120.40953092575073,644.448960099995
XGBoost_tuned,0.9337472607742878,0.9321111635080903,0.9337472607742878,0.9325266235632361,341.0028663635254,1753.9302910999977
