model,r2,mae,rmse,fit_time_mean_sec,cv_elapsed_sec
XGBoost_tuned,0.9746637607857853,0.13734412367029764,0.2631683447571717,2.9410608291625975,7.030679000003147
RandomForest_tuned,0.9640947835555022,0.14155880809264063,0.31285444296334297,155.05578556060792,162.09308650000457
